age,annual_income,credit_score,tenure_months,account_balance,monthly_usage_hours,support_tickets,contract_type,payment_method,device_category,is_churn
36,174342.38,458,58,22944.28,36.5,3,Month-to-Month,Credit Card,Mobile,0
31,105450.0,679,64,120960.42,79.3,1,One-Year,Credit Card,Mobile,0
43,130019.05,538,12,76537.06,100.3,0,Month-to-Month,Electronic Check,Mobile,0
21,73338.9,444,7,146613.76,67.4,3,Month-to-Month,Bank Transfer,Mobile,0
42,144968.66,454,55,42251.9,4.7,4,One-Year,Credit Card,Desktop,0
62,144802.83,357,62,72100.52,55.9,4,One-Year,Credit Card,Mobile,0
59,105800.89,416,55,67199.32,56.1,1,Month-to-Month,Electronic Check,Tablet,0
42,176282.14,845,36,18116.93,65.7,5,One-Year,Credit Card,Mobile,0
35,44460.28,540,24,63917.29,80.8,2,Month-to-Month,Bank Transfer,Desktop,0
57,27626.89,715,44,43133.02,3.3,1,Month-to-Month,Bank Transfer,Tablet,1
25,144374.52,605,17,24048.07,60.7,5,Month-to-Month,Bank Transfer,Mobile,1
56,150109.11,358,2,42323.34,71.0,3,Two-Year,Credit Card,Mobile,0
57,43632.12,827,13,34987.75,41.9,5,Two-Year,Electronic Check,Desktop,0
31,66165.34,466,31,110111.03,80.5,3,Month-to-Month,Bank Transfer,Desktop,0
49,27720.62,616,28,4616.28,28.2,3,Month-to-Month,Credit Card,Desktop,0
68,70462.83,448,60,92619.41,38.8,4,One-Year,Credit Card,Mobile,0
55,144836.99,834,27,114099.2,115.6,2,One-Year,Credit Card,Desktop,0
50,105283.88,647,15,72108.52,42.4,1,Month-to-Month,Credit Card,Desktop,0
40,78954.82,746,33,139734.75,42.2,1,Month-to-Month,Electronic Check,Mobile,0
32,82619.59,513,20,106182.1,71.9,0,Two-Year,Credit Card,Tablet,0
50,25209.81,725,42,112188.55,116.5,2,One-Year,Electronic Check,Desktop,0
42,71469.08,490,12,29540.02,118.0,1,Month-to-Month,Bank Transfer,Desktop,0
34,125201.1,617,23,116594.34,70.0,1,One-Year,Credit Card,Desktop,0
50,176000.14,386,14,124814.21,1.1,3,Month-to-Month,Credit Card,Desktop,0
64,156294.43,423,25,54189.96,108.2,1,Month-to-Month,Bank Transfer,Mobile,0
72,28657.22,422,31,32004.46,68.9,5,Two-Year,Bank Transfer,Desktop,0
19,164276.89,657,54,57757.6,44.6,1,Month-to-Month,Electronic Check,Desktop,0
31,146395.75,548,5,110941.2,99.7,3,Month-to-Month,Bank Transfer,Desktop,0
70,145958.3,479,13,62645.85,48.6,2,Month-to-Month,Bank Transfer,Tablet,0
57,95989.34,595,28,110497.78,5.1,4,Two-Year,Credit Card,Mobile,0
57,86690.82,661,43,17034.68,98.7,3,One-Year,Electronic Check,Mobile,0
68,71951.94,409,47,120901.76,66.0,1,Month-to-Month,Electronic Check,Desktop,0
56,35182.7,628,71,37981.12,41.2,3,One-Year,Credit Card,Desktop,0
68,60376.48,452,38,37339.35,30.9,2,Month-to-Month,Credit Card,Mobile,0
23,63223.56,645,67,88557.14,71.7,0,Month-to-Month,Bank Transfer,Desktop,0
23,100031.95,669,62,10517.71,25.8,2,One-Year,Electronic Check,Mobile,0
20,140853.88,836,39,3944.66,39.5,4,Month-to-Month,Bank Transfer,Mobile,0
24,98440.52,690,37,39154.3,76.7,2,Two-Year,Bank Transfer,Tablet,0
68,33965.89,500,8,80710.13,105.9,2,One-Year,Electronic Check,Mobile,0
25,173457.42,506,52,136142.46,64.4,4,Month-to-Month,Credit Card,Tablet,0
59,171122.27,555,33,126965.28,91.3,2,One-Year,Bank Transfer,Mobile,0
69,146704.38,823,42,73566.97,91.8,4,Month-to-Month,Credit Card,Mobile,0
32,178655.82,528,27,5557.8,80.1,1,One-Year,Credit Card,Desktop,0
64,109394.76,546,8,80287.91,30.3,3,Month-to-Month,Electronic Check,Desktop,1
46,174229.09,572,23,105719.34,104.1,3,Month-to-Month,Bank Transfer,Mobile,0
50,36718.78,438,64,50874.68,52.9,2,One-Year,Electronic Check,Mobile,0
69,81680.52,636,20,16659.5,6.3,2,Two-Year,Bank Transfer,Desktop,0
47,59934.1,783,16,41785.19,30.1,4,Month-to-Month,Electronic Check,Mobile,1
56,55354.13,625,17,115738.33,92.1,1,Month-to-Month,Bank Transfer,Desktop,0
44,46824.46,585,19,52686.57,9.2,2,Month-to-Month,Credit Card,Mobile,1
53,121474.11,532,8,121797.22,18.5,0,Month-to-Month,Electronic Check,Desktop,1
46,146104.89,558,38,47928.22,83.6,2,Month-to-Month,Credit Card,Mobile,0
55,114636.25,842,38,24533.26,107.2,0,One-Year,Bank Transfer,Desktop,0
74,47779.22,479,53,65377.25,76.4,4,Month-to-Month,Bank Transfer,Desktop,1
50,150724.18,502,31,67841.18,27.5,1,Two-Year,Credit Card,Mobile,0
54,123572.98,362,44,2416.23,7.4,5,Month-to-Month,Credit Card,Desktop,1
44,85165.68,471,60,17556.76,74.2,2,Two-Year,Electronic Check,Mobile,0
72,129490.2,708,17,27738.9,6.6,2,Month-to-Month,Credit Card,Mobile,0
50,65285.27,569,39,17038.1,73.9,4,Two-Year,Bank Transfer,Mobile,0
21,78504.79,455,42,51228.91,27.8,1,Month-to-Month,Bank Transfer,Tablet,0
39,167210.31,724,48,144693.43,108.7,0,One-Year,Credit Card,Mobile,0
19,70028.2,419,12,76383.38,57.5,5,Month-to-Month,Electronic Check,Desktop,1
27,97848.18,544,18,94133.4,27.6,1,Month-to-Month,Electronic Check,Desktop,0
22,162971.88,535,6,53457.97,102.5,1,Month-to-Month,Credit Card,Mobile,0
27,134696.81,448,43,48523.16,31.2,1,Month-to-Month,Bank Transfer,Mobile,0
50,34641.5,431,35,3472.02,37.5,1,One-Year,Credit Card,Mobile,0
71,47831.97,424,54,75050.05,100.3,1,One-Year,Bank Transfer,Mobile,0
55,26215.45,723,62,72541.35,37.7,1,One-Year,Bank Transfer,Mobile,0
30,122792.88,689,69,23674.61,49.8,4,Month-to-Month,Credit Card,Desktop,0
48,94389.38,541,16,114648.6,42.4,4,Month-to-Month,Credit Card,Desktop,1
64,45812.6,674,8,73901.15,14.9,2,Two-Year,Bank Transfer,Mobile,0
53,173479.79,816,31,50849.1,5.6,5,One-Year,Credit Card,Desktop,0
62,107097.26,563,10,22036.34,87.2,1,Month-to-Month,Credit Card,Mobile,0
41,62493.46,664,56,82824.12,77.8,1,One-Year,Electronic Check,Desktop,0
69,102593.55,793,70,112922.55,34.6,3,Two-Year,Credit Card,Tablet,0
73,130341.15,816,20,42299.9,36.2,3,Two-Year,Bank Transfer,Mobile,0
32,36817.08,731,5,32819.15,113.5,6,Month-to-Month,Credit Card,Desktop,0
46,67579.09,716,23,78290.24,118.5,4,Two-Year,Electronic Check,Desktop,0
25,150079.65,667,9,23301.5,57.3,4,Month-to-Month,Credit Card,Desktop,1
22,96248.05,493,58,99992.01,96.5,4,One-Year,Credit Card,Mobile,0
46,109719.46,733,59,90801.54,88.7,2,Month-to-Month,Bank Transfer,Mobile,0
64,92086.48,565,54,13062.31,36.4,3,One-Year,Electronic Check,Mobile,0
21,31804.49,710,46,5478.06,8.0,0,One-Year,Electronic Check,Mobile,0
29,50691.22,673,22,93043.3,18.0,2,Month-to-Month,Credit Card,Desktop,0
62,94058.95,364,64,44144.07,100.8,1,Month-to-Month,Electronic Check,Mobile,0
19,57423.75,566,8,12966.86,88.0,1,One-Year,Bank Transfer,Desktop,0
44,32746.75,841,20,113914.31,80.1,0,Month-to-Month,Electronic Check,Mobile,0
48,155765.7,788,51,47106.6,16.5,3,Month-to-Month,Electronic Check,Mobile,0
68,177084.84,384,39,68939.93,77.2,5,Month-to-Month,Bank Transfer,Desktop,1
68,147937.15,532,37,35521.94,92.9,2,One-Year,Bank Transfer,Mobile,0
53,157336.66,619,50,94097.56,103.4,1,Two-Year,Bank Transfer,Desktop,0
53,62506.46,782,34,45223.26,2.6,2,One-Year,Bank Transfer,Mobile,0
43,173897.18,816,33,145203.14,82.5,2,Month-to-Month,Credit Card,Mobile,0
60,55523.48,707,31,105442.13,3.3,2,Month-to-Month,Credit Card,Mobile,1
44,172471.62,449,54,20508.34,85.1,3,Month-to-Month,Credit Card,Mobile,0
22,179196.99,356,44,62504.23,76.6,6,Two-Year,Electronic Check,Tablet,0
37,135317.03,379,34,57813.16,18.7,3,Month-to-Month,Credit Card,Mobile,0
28,177077.28,816,71,80137.07,92.2,3,Month-to-Month,Credit Card,Tablet,0
27,113278.67,654,62,126289.6,9.1,3,One-Year,Credit Card,Mobile,0
57,65228.98,822,23,87513.3,99.3,1,Two-Year,Bank Transfer,Desktop,0
55,92734.36,493,46,9233.5,32.2,2,Month-to-Month,Electronic Check,Desktop,0
23,117001.94,460,56,98312.35,83.0,2,Month-to-Month,Bank Transfer,Tablet,0
25,36327.64,581,7,1239.79,110.9,0,One-Year,Credit Card,Desktop,0
40,121463.21,528,61,116994.07,41.4,2,One-Year,Electronic Check,Tablet,0
64,177082.56,421,3,99995.41,60.8,3,Month-to-Month,Credit Card,Desktop,0
43,54466.69,559,38,46317.85,56.1,2,One-Year,Electronic Check,Mobile,0
63,147852.24,569,34,43866.27,19.8,2,Month-to-Month,Credit Card,Tablet,0
60,165724.31,429,44,119740.95,71.2,1,Two-Year,Electronic Check,Tablet,0
29,171273.75,849,30,117500.5,89.4,2,Month-to-Month,Credit Card,Mobile,0
43,173821.02,432,17,52845.35,110.1,1,Month-to-Month,Electronic Check,Tablet,0
30,105826.24,391,59,44842.16,102.2,0,One-Year,Credit Card,Desktop,0
57,176482.73,622,10,83973.72,61.7,0,One-Year,Credit Card,Tablet,0
35,142383.08,540,18,1254.85,86.6,4,One-Year,Electronic Check,Tablet,1
42,50059.07,522,45,12400.06,96.3,3,One-Year,Credit Card,Tablet,0
50,98919.52,810,59,18925.44,59.7,0,Month-to-Month,Electronic Check,Tablet,0
64,136341.33,356,62,27811.77,14.7,0,Month-to-Month,Bank Transfer,Mobile,0
57,63337.75,504,59,76802.72,53.1,3,Month-to-Month,Bank Transfer,Mobile,0
60,124295.35,359,49,148836.29,101.3,2,Two-Year,Credit Card,Mobile,0
29,128323.07,383,63,97892.01,72.0,4,Month-to-Month,Electronic Check,Mobile,0
61,50218.46,385,32,9194.82,87.2,5,Month-to-Month,Electronic Check,Mobile,1
53,112588.22,758,10,78836.91,23.0,1,Month-to-Month,Bank Transfer,Desktop,0
65,144602.17,355,11,74496.78,115.8,3,Two-Year,Credit Card,Mobile,0
21,102328.83,757,70,21625.17,49.1,4,Two-Year,Credit Card,Desktop,0
22,26875.98,751,62,138040.86,78.8,0,Two-Year,Credit Card,Desktop,0
73,26400.96,564,47,66114.79,3.2,2,Month-to-Month,Bank Transfer,Desktop,1
54,80339.55,483,34,149183.87,16.2,3,One-Year,Electronic Check,Mobile,0
25,168560.08,634,17,63010.84,94.1,2,Month-to-Month,Electronic Check,Mobile,0
59,60444.9,475,54,91193.66,116.2,1,Month-to-Month,Electronic Check,Mobile,0
66,123326.37,758,40,15714.38,39.1,1,Month-to-Month,Bank Transfer,Mobile,0
45,59421.76,788,19,68134.17,5.4,1,Month-to-Month,Credit Card,Desktop,1
48,74858.85,686,67,35814.88,43.9,3,One-Year,Electronic Check,Desktop,0
75,156446.52,523,53,125334.72,3.1,1,Two-Year,Electronic Check,Desktop,0
26,137973.52,501,64,117587.94,23.9,2,Month-to-Month,Bank Transfer,Mobile,0
71,39786.89,680,47,123627.0,90.5,2,Two-Year,Credit Card,Mobile,0
68,91448.81,375,6,108541.42,112.5,1,Month-to-Month,Bank Transfer,Desktop,1
46,29521.31,732,16,124902.48,11.4,3,Month-to-Month,Credit Card,Mobile,0
31,99537.97,464,18,30124.31,67.4,0,Month-to-Month,Credit Card,Desktop,0
57,127677.27,731,52,67806.57,31.2,0,Month-to-Month,Bank Transfer,Desktop,0
58,43367.91,831,48,103777.03,17.5,0,Month-to-Month,Credit Card,Mobile,0
39,69777.17,633,43,95608.87,27.1,5,One-Year,Electronic Check,Desktop,0
28,86664.68,736,39,107453.17,69.8,2,One-Year,Credit Card,Desktop,0
40,167527.31,424,49,33638.76,8.8,5,Two-Year,Bank Transfer,Desktop,0
18,178954.53,515,12,14765.21,52.7,2,Month-to-Month,Electronic Check,Mobile,0
63,31961.25,538,10,137520.99,17.1,3,One-Year,Bank Transfer,Desktop,0
54,142956.23,427,71,84025.78,33.4,4,One-Year,Electronic Check,Mobile,0
38,82617.23,784,55,23073.89,23.7,1,Two-Year,Bank Transfer,Desktop,0
43,85831.02,439,1,119015.49,106.1,1,Month-to-Month,Electronic Check,Mobile,1
63,141911.07,525,49,137239.49,85.3,2,Two-Year,Credit Card,Mobile,0
53,167356.1,370,36,25434.53,104.3,0,One-Year,Credit Card,Mobile,0
71,172393.93,403,21,122611.87,46.6,0,One-Year,Bank Transfer,Mobile,0
40,114454.0,533,37,139983.76,38.3,0,Month-to-Month,Electronic Check,Mobile,0
74,80353.78,708,24,140754.24,46.3,1,Month-to-Month,Bank Transfer,Mobile,0
18,147070.11,571,55,137123.47,3.2,2,Month-to-Month,Credit Card,Tablet,0
71,63905.21,664,25,81963.15,87.2,2,Month-to-Month,Credit Card,Mobile,0
72,112431.47,677,7,53431.7,42.6,1,Month-to-Month,Credit Card,Tablet,0
68,80579.66,528,71,1090.92,38.3,1,Two-Year,Bank Transfer,Tablet,0
57,126777.82,625,71,9136.83,72.2,2,Month-to-Month,Credit Card,Mobile,0
32,62261.83,461,24,64325.85,52.9,3,Month-to-Month,Credit Card,Mobile,0
38,54696.91,573,11,59898.92,117.7,3,Month-to-Month,Credit Card,Mobile,0
64,167327.06,563,12,27707.09,43.4,1,Month-to-Month,Bank Transfer,Tablet,0
26,40779.57,408,35,59322.0,74.1,2,Month-to-Month,Electronic Check,Desktop,0
70,103423.48,676,63,26197.51,38.1,1,One-Year,Bank Transfer,Tablet,0
26,59232.18,742,68,127318.69,118.9,2,Month-to-Month,Credit Card,Mobile,0
27,31034.14,458,57,44729.23,54.0,2,One-Year,Credit Card,Tablet,0
69,30582.92,734,13,89784.65,76.5,1,Month-to-Month,Bank Transfer,Mobile,0
74,52159.37,506,23,75426.46,16.1,0,Two-Year,Bank Transfer,Tablet,0
70,159349.4,540,39,7782.31,88.2,0,Two-Year,Bank Transfer,Mobile,0
43,68784.21,549,12,141335.06,33.0,3,Month-to-Month,Electronic Check,Desktop,1
58,172321.17,661,34,79083.9,54.4,2,Two-Year,Electronic Check,Desktop,0
52,115151.46,545,71,48758.65,106.1,0,Month-to-Month,Credit Card,Desktop,0
69,92675.2,384,31,23718.99,116.5,2,Month-to-Month,Credit Card,Mobile,0
42,114913.77,728,62,50779.0,51.5,1,Month-to-Month,Credit Card,Desktop,0
43,105088.25,736,13,3076.74,100.3,2,Month-to-Month,Bank Transfer,Mobile,0
28,142610.32,595,31,54533.72,7.3,1,Two-Year,Bank Transfer,Desktop,0
55,68786.89,586,2,79722.89,101.9,3,Month-to-Month,Electronic Check,Desktop,1
19,79722.81,453,15,130779.94,75.9,3,Month-to-Month,Credit Card,Mobile,0
24,163584.62,356,57,103106.16,59.2,4,Month-to-Month,Electronic Check,Desktop,0
35,171700.76,632,34,16737.35,106.9,2,One-Year,Bank Transfer,Mobile,0
44,163346.53,350,68,22161.95,101.6,0,Two-Year,Electronic Check,Mobile,0
51,90014.44,568,29,64218.51,36.3,2,One-Year,Bank Transfer,Mobile,0
44,145956.65,813,66,29356.16,95.2,1,Month-to-Month,Bank Transfer,Tablet,0
34,98832.04,579,16,4177.47,12.8,1,Month-to-Month,Credit Card,Desktop,0
60,102118.68,804,39,120752.23,98.9,0,Month-to-Month,Electronic Check,Desktop,0
61,56725.42,521,37,2928.39,81.4,1,Month-to-Month,Credit Card,Desktop,0
68,116625.2,436,21,124603.44,11.5,1,Month-to-Month,Bank Transfer,Desktop,1
71,53851.06,390,44,21615.59,82.3,1,Month-to-Month,Credit Card,Mobile,0
41,76392.53,472,19,146201.76,70.1,3,Two-Year,Credit Card,Desktop,0
42,157529.68,680,71,90581.09,71.8,4,Month-to-Month,Credit Card,Mobile,0
24,57096.75,647,8,110247.45,35.6,2,Two-Year,Credit Card,Desktop,0
69,36029.53,722,66,16572.54,32.7,1,Two-Year,Credit Card,Mobile,0
23,35696.18,766,41,129315.61,91.7,0,Two-Year,Electronic Check,Tablet,0
70,170821.6,527,70,125878.85,31.6,2,Month-to-Month,Credit Card,Desktop,0
41,103572.67,412,61,97948.91,54.1,2,Two-Year,Electronic Check,Tablet,0
50,88458.87,833,26,75341.23,83.7,1,One-Year,Credit Card,Mobile,0
66,150686.18,514,71,108223.38,10.5,2,One-Year,Bank Transfer,Mobile,0
46,154553.02,838,70,889.23,71.8,1,Month-to-Month,Credit Card,Mobile,0
60,76489.61,536,29,88866.11,71.1,6,Month-to-Month,Credit Card,Desktop,1
39,132510.8,732,66,127110.92,82.4,0,Two-Year,Credit Card,Desktop,0
43,144524.04,558,19,53534.98,45.0,0,Month-to-Month,Bank Transfer,Mobile,0
45,126470.86,576,68,16243.4,54.4,1,Month-to-Month,Credit Card,Mobile,0
67,48497.24,781,58,63131.59,40.3,3,Month-to-Month,Electronic Check,Mobile,0
38,160761.88,738,70,109065.67,97.2,1,Two-Year,Bank Transfer,Desktop,0
66,108559.66,397,57,16095.18,16.5,2,Month-to-Month,Electronic Check,Mobile,0
24,68783.23,573,37,30907.28,115.6,3,Two-Year,Electronic Check,Tablet,0
34,90910.37,352,61,22132.78,76.5,1,Month-to-Month,Bank Transfer,Mobile,0
37,30823.52,721,30,119542.16,106.5,3,Month-to-Month,Electronic Check,Desktop,0
58,44819.35,524,71,9433.89,51.7,2,Month-to-Month,Credit Card,Desktop,0
66,143659.75,795,25,102987.98,40.5,4,One-Year,Electronic Check,Mobile,1
37,25001.8,448,65,54968.54,108.2,2,Month-to-Month,Credit Card,Desktop,0
71,89567.7,465,6,113368.69,12.8,2,Month-to-Month,Bank Transfer,Mobile,0
39,105989.08,619,18,144657.51,14.9,3,Month-to-Month,Bank Transfer,Desktop,1
45,33468.34,796,10,17181.79,36.6,0,Month-to-Month,Electronic Check,Desktop,0
57,175827.12,717,11,47157.76,115.2,1,One-Year,Electronic Check,Mobile,0
66,60049.43,602,65,121518.81,76.3,4,Month-to-Month,Credit Card,Desktop,0
24,72150.8,666,65,39923.76,66.9,1,Month-to-Month,Credit Card,Desktop,0
18,72111.09,764,52,32268.09,84.9,2,Month-to-Month,Electronic Check,Desktop,0
49,60714.58,444,67,123806.7,50.7,3,Month-to-Month,Bank Transfer,Mobile,0
30,25228.44,622,31,148062.35,91.2,2,Two-Year,Credit Card,Mobile,0
47,138048.44,729,17,83532.09,47.8,2,Month-to-Month,Bank Transfer,Mobile,0
40,174861.05,373,55,41707.31,99.3,1,Month-to-Month,Electronic Check,Tablet,0
68,59765.49,465,36,59784.89,32.8,2,Month-to-Month,Bank Transfer,Tablet,0
73,127772.31,500,26,25519.55,34.0,3,One-Year,Bank Transfer,Mobile,0
36,139993.93,687,53,114283.09,63.2,3,One-Year,Bank Transfer,Mobile,0
49,156505.93,399,17,116021.1,52.3,4,Month-to-Month,Bank Transfer,Desktop,0
47,90507.53,555,25,131268.15,78.1,2,One-Year,Electronic Check,Desktop,0
46,71954.29,847,2,3990.38,44.4,1,One-Year,Bank Transfer,Desktop,0
66,75420.75,684,5,84297.2,28.4,0,Month-to-Month,Bank Transfer,Mobile,1
62,135456.31,428,4,32138.32,56.9,1,Month-to-Month,Electronic Check,Mobile,1
46,151600.82,419,36,51132.45,67.8,5,Month-to-Month,Credit Card,Mobile,0
47,53150.17,376,6,117743.34,18.0,1,One-Year,Electronic Check,Mobile,0
33,82495.86,620,21,28805.05,67.2,2,Two-Year,Bank Transfer,Desktop,0
57,164800.73,399,26,95751.26,39.0,2,Month-to-Month,Electronic Check,Desktop,0
36,150037.5,641,55,98184.93,47.7,1,One-Year,Credit Card,Desktop,0
35,177653.05,596,39,143114.09,34.2,3,Month-to-Month,Bank Transfer,Mobile,0
18,141908.48,613,33,116274.14,111.8,3,Two-Year,Electronic Check,Desktop,0
31,85945.26,428,14,120545.27,82.3,3,One-Year,Bank Transfer,Desktop,0
68,116548.86,736,56,79740.11,32.2,3,One-Year,Credit Card,Mobile,0
64,127457.21,539,21,28017.12,77.8,4,Month-to-Month,Credit Card,Desktop,1
67,37160.65,396,46,63834.5,102.0,3,Month-to-Month,Bank Transfer,Desktop,0
19,109397.03,810,16,82423.44,48.8,0,One-Year,Bank Transfer,Tablet,0
71,134944.73,710,16,101762.89,99.8,0,Month-to-Month,Bank Transfer,Mobile,0
45,50934.8,703,29,91156.37,19.4,1,Month-to-Month,Credit Card,Desktop,0
66,145997.92,821,8,59096.67,98.9,2,Month-to-Month,Electronic Check,Tablet,0
67,115484.78,837,3,39796.97,65.3,1,Month-to-Month,Bank Transfer,Desktop,0
47,172594.38,701,19,25234.63,27.5,3,One-Year,Credit Card,Desktop,0
55,31575.46,538,66,104076.81,49.4,0,Month-to-Month,Credit Card,Mobile,0
68,66125.55,765,22,96809.8,118.6,1,Month-to-Month,Bank Transfer,Desktop,0
21,118240.85,605,46,103105.87,94.2,1,Month-to-Month,Bank Transfer,Desktop,0
18,70966.79,571,13,55879.12,69.4,1,Two-Year,Bank Transfer,Desktop,0
25,135735.75,721,33,39361.17,14.7,3,Two-Year,Electronic Check,Mobile,0
46,142645.82,590,5,113958.2,50.7,3,Month-to-Month,Credit Card,Tablet,0
72,40889.97,618,27,116047.11,32.3,1,One-Year,Electronic Check,Desktop,0
56,104647.44,350,24,68342.46,9.4,1,Month-to-Month,Electronic Check,Tablet,1
20,103878.04,383,67,91785.61,65.5,1,Month-to-Month,Credit Card,Desktop,0
49,82238.52,795,63,56027.95,106.8,3,One-Year,Electronic Check,Desktop,0
27,169603.35,428,48,105292.08,81.4,3,Month-to-Month,Bank Transfer,Desktop,0
27,153263.48,585,63,125358.24,30.7,2,Month-to-Month,Bank Transfer,Desktop,0
36,133067.45,683,12,103234.99,69.3,3,One-Year,Bank Transfer,Mobile,0
63,135720.63,726,28,76887.39,113.2,1,Two-Year,Electronic Check,Mobile,0
51,96566.0,698,44,68798.69,87.0,3,Two-Year,Electronic Check,Desktop,0
50,167754.15,447,43,96347.95,83.0,1,One-Year,Bank Transfer,Tablet,0
40,132662.29,431,17,101971.63,116.2,0,Month-to-Month,Credit Card,Desktop,0
72,137992.06,804,40,83809.42,96.1,3,Month-to-Month,Bank Transfer,Mobile,0
45,158562.09,826,49,93741.34,17.3,1,Two-Year,Credit Card,Mobile,0
49,67481.1,764,57,14488.3,42.4,0,Month-to-Month,Bank Transfer,Desktop,0
67,150095.99,541,64,142764.83,115.9,3,One-Year,Electronic Check,Desktop,0
24,55262.29,602,57,118615.96,59.3,5,Month-to-Month,Credit Card,Tablet,0
46,78528.0,758,70,56089.18,14.3,4,Month-to-Month,Credit Card,Desktop,0
25,77019.62,387,43,84421.89,55.6,3,Month-to-Month,Bank Transfer,Mobile,0
18,176671.45,363,23,7098.68,83.9,1,Two-Year,Credit Card,Desktop,0
74,157763.27,741,27,6184.17,119.7,0,Month-to-Month,Credit Card,Desktop,0
72,133681.33,696,58,37619.75,39.5,3,One-Year,Bank Transfer,Desktop,0
20,137693.8,659,37,103455.25,62.2,3,Two-Year,Electronic Check,Mobile,0
41,112121.28,735,6,127822.16,105.7,3,Two-Year,Bank Transfer,Mobile,0
40,171799.05,558,65,83877.88,43.3,1,Month-to-Month,Bank Transfer,Desktop,0
25,101920.11,706,6,79819.91,14.0,4,Month-to-Month,Bank Transfer,Mobile,1
71,83980.25,811,50,60346.43,113.9,0,Two-Year,Credit Card,Mobile,0
74,50270.48,438,22,24239.69,59.1,3,Month-to-Month,Electronic Check,Mobile,1
64,146861.88,405,25,17753.12,60.8,1,Month-to-Month,Bank Transfer,Tablet,0
54,138838.81,443,51,114101.96,74.9,3,Month-to-Month,Electronic Check,Mobile,0
20,84575.03,442,48,139125.53,1.4,4,Month-to-Month,Electronic Check,Desktop,1
68,28904.98,689,70,68742.48,111.8,2,Month-to-Month,Credit Card,Desktop,0
50,155044.59,434,65,98916.85,44.0,1,One-Year,Electronic Check,Desktop,0
45,26769.79,794,60,137168.65,48.2,1,One-Year,Electronic Check,Desktop,0
64,134073.47,594,46,13517.04,21.7,0,Month-to-Month,Bank Transfer,Mobile,0
25,175389.85,371,36,115572.22,46.0,4,Two-Year,Credit Card,Mobile,0
51,92837.51,640,58,92522.53,96.7,4,Month-to-Month,Electronic Check,Mobile,1
52,61420.88,834,38,89795.58,96.2,3,Month-to-Month,Credit Card,Desktop,0
49,134255.01,621,11,43881.06,112.4,0,Two-Year,Bank Transfer,Tablet,0
41,151654.86,655,12,102584.0,49.0,0,Month-to-Month,Credit Card,Tablet,0
31,109696.7,471,42,119219.66,85.3,3,One-Year,Bank Transfer,Desktop,0
49,174890.47,477,39,16928.72,61.4,2,One-Year,Electronic Check,Tablet,0
73,33008.65,462,71,80028.21,96.7,0,One-Year,Credit Card,Tablet,0
63,103243.32,776,11,15189.78,85.8,1,Month-to-Month,Electronic Check,Desktop,0
60,136360.36,622,36,130886.1,44.8,1,Month-to-Month,Credit Card,Mobile,0
33,158709.27,685,52,76145.51,41.1,3,Month-to-Month,Bank Transfer,Mobile,0
21,52784.62,791,31,121194.85,31.0,5,Month-to-Month,Bank Transfer,Tablet,0
69,149000.54,479,33,55212.85,69.6,3,Month-to-Month,Credit Card,Desktop,0
54,110669.6,481,13,18761.73,115.7,3,Two-Year,Bank Transfer,Desktop,0
71,86465.82,434,18,6224.9,24.8,1,Month-to-Month,Electronic Check,Mobile,1
38,45415.83,772,41,42226.44,12.3,1,Two-Year,Credit Card,Mobile,0
31,159120.84,831,58,36635.06,15.2,2,Month-to-Month,Bank Transfer,Mobile,0
48,49377.35,699,56,84052.8,94.2,1,One-Year,Bank Transfer,Mobile,0
72,73017.12,739,24,3260.83,42.7,3,Two-Year,Credit Card,Tablet,0
65,69957.06,430,31,78085.58,27.7,1,Two-Year,Electronic Check,Mobile,0
35,160069.18,836,55,58765.76,43.0,1,Month-to-Month,Bank Transfer,Desktop,0
24,129268.96,822,10,86568.34,77.8,6,Two-Year,Credit Card,Mobile,0
27,148485.62,674,60,105362.63,66.1,2,Month-to-Month,Credit Card,Mobile,0
24,63822.52,418,2,95113.79,89.5,4,Month-to-Month,Bank Transfer,Mobile,1
50,121855.49,497,15,147696.66,41.3,1,One-Year,Bank Transfer,Tablet,0
40,113620.63,797,3,20739.8,54.8,0,Two-Year,Bank Transfer,Desktop,0
38,154088.71,365,43,64460.55,13.1,1,Two-Year,Bank Transfer,Desktop,0
36,165443.49,656,31,63724.61,9.7,3,Month-to-Month,Electronic Check,Tablet,0
65,26884.3,454,70,62557.98,56.0,5,One-Year,Bank Transfer,Tablet,0
36,129473.09,514,67,99569.76,36.9,5,Two-Year,Bank Transfer,Mobile,0
53,33034.55,837,56,73474.21,73.9,2,Month-to-Month,Electronic Check,Mobile,1
46,110073.09,550,63,77614.88,6.1,4,One-Year,Electronic Check,Mobile,0
35,69583.07,546,15,64853.4,15.5,1,Month-to-Month,Bank Transfer,Mobile,0
19,72550.37,775,10,148754.92,104.0,3,Month-to-Month,Bank Transfer,Mobile,0
18,79708.57,534,38,139134.2,68.4,4,One-Year,Credit Card,Mobile,0
64,121300.33,671,47,46158.63,85.7,1,Month-to-Month,Credit Card,Mobile,0
22,76777.74,614,57,16739.09,101.2,3,Month-to-Month,Electronic Check,Tablet,0
37,138568.35,712,50,125964.71,56.2,4,Month-to-Month,Bank Transfer,Desktop,0
28,87701.74,449,71,149575.54,91.6,1,One-Year,Credit Card,Mobile,0
59,35594.75,691,15,43891.33,63.4,4,Month-to-Month,Electronic Check,Desktop,1
